#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2016-02-29T22:45:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56d4b2251d72	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=Vmag
#-out=Plx
#Plx=25 .. 772.33
#-out=B-V
#HIPep=HIPep
#Erratum=Erratum
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#HIP|Vmag|Plx|B-V
# |mag|mas|mag
#------|-----|-------|------
 57350| 8.78|  25.67| 0.790
 57361|11.79|  49.63| 1.482
 57363| 3.63|  25.42| 0.160
 57367|11.50| 216.40| 0.196
 57370| 8.07|  34.51| 0.835
 57387| 8.80|  36.31| 1.167
 57443| 4.89| 108.23| 0.664
 57459|11.68|  48.95| 1.478
 57488| 6.94|  25.77| 0.521
 57493| 9.51|  40.61| 1.252
 57494| 9.03|  40.57| 1.126
 57507| 6.48|  56.26| 0.681
 57544|10.80| 185.48| 1.572
 57548|11.12| 299.58| 1.746
 57572| 8.31|  27.96| 0.929
 57629| 6.15|  29.26| 0.518
 57632| 2.14|  90.16| 0.090
 57645| 9.25|  25.43| 0.895
 57683| 8.94|  31.29| 1.098
 57688| 9.47|  31.68| 1.078
 57757| 3.59|  91.74| 0.518
 57802| 9.76| 116.92| 1.477
 57841| 5.85|  31.81| 0.554
 57866| 8.40|  39.48| 0.860
 57939| 6.42| 109.21| 0.754
 57949|11.70|  33.34| 1.510
 57959|11.89|  48.63| 1.540
 57992| 8.28|  32.39| 0.720
 58001| 2.41|  38.99| 0.044
 58067| 8.20|  27.01| 0.710
 58073| 8.43|  27.44| 0.760
 58083| 9.83|  25.69| 1.020
 58099|10.49|  34.85| 1.361
 58106| 6.70|  32.33| 0.646
 58114|11.47|  35.78| 1.419
 58170|12.01|  42.82| 1.477
 58197|11.21|  25.60| 1.400
 58212|11.05|  26.28| 1.570
 58240| 7.80|  28.63| 0.670
 58241| 7.83|  34.27| 0.640
 58289| 9.53|  26.05| 1.000
 58293| 8.93|  37.41| 1.024
 58314| 8.07|  34.39| 0.830
 58321|11.81|  38.56| 1.460
 58345| 6.99|  98.16| 1.128
 58374| 8.70|  38.44| 0.985
 58380| 6.76|  27.86| 0.527
 58397| 9.47|  25.76| 0.919
 58401| 8.91|  31.35| 0.780
 58451| 7.92|  48.04| 0.974
 58536| 8.40|  27.81| 0.759
 58560| 9.18|  28.73| 0.928
 58576| 5.54|  77.48| 0.760
 58684| 5.22|  29.48| 0.283
 58688|10.52|  42.00| 1.419
 58803| 5.15|  41.32| 0.417
 58817|10.76|  25.79| 1.290
 58863| 9.85|  31.56| 1.072
 58880|11.77|  37.34| 1.492
 58919| 8.66|  25.26| 0.773
 58949| 8.16|  30.58| 0.754
 58950| 7.78|  27.73| 0.651
 59000| 9.99|  44.41| 1.336
 59072| 4.14|  50.79| 0.353
 59135| 6.72|  30.43| 0.532
 59143| 6.72|  26.07| 0.613
 59152| 9.16|  25.27| 0.881
 59198|11.25|  34.60| 1.409
 59199| 4.02|  67.71| 0.334
 59272| 6.81|  36.51| 0.666
 59280| 7.46|  41.07| 0.794
 59296| 8.46|  49.72| 1.137
 59315| 8.16|  26.43| 0.707
 59321| 9.22|  30.65| 0.962
 59378|10.61|  47.05| 1.340
 59380| 7.52|  26.55| 0.570
 59406|11.67|  78.14| 1.558
 59426| 6.88|  29.09| 0.770
 59431| 8.14|  31.70| 0.880
 59432| 7.96|  37.72| 0.880
 59496|10.05|  35.24| 1.277
 59504| 5.14|  29.70| 0.358
 59514| 9.71|  65.29| 1.380
 59532| 7.43|  29.50| 0.701
 59534|11.38|  34.10| 1.456
 59572| 7.92|  32.30| 0.792
 59589| 7.57|  29.50| 0.667
 59602|11.91|  37.93|
 59610| 7.41|  26.71| 0.635
 59616|11.46|  42.10| 1.491
 59639| 8.63|  31.54| 0.892
 59707| 7.47|  35.56| 0.711
 59726| 7.49|  32.60| 0.649
 59743| 7.34|  27.50| 0.815
 59748|10.55|  43.25| 1.412
 59750| 6.11|  44.34| 0.470
 59774| 3.32|  40.05| 0.077
 59776| 8.80|  25.35| 0.931
 59780| 9.74|  49.62| 1.383
 59816| 9.45|  38.72| 1.215
 59879| 6.33|  25.24| 0.437
 59925|10.14|  29.51| 1.155
 59947|11.17|  31.00| 1.382
 59953|11.62|  25.09| 1.700
 60074| 7.04|  35.07| 0.604
 60093|10.62|  40.58| 1.439
 60121|11.12|  38.33| 1.562
 60207| 8.99|  33.64| 1.009
 60265|10.95|  25.72| 1.572
 60303| 9.36|  62.54| 1.354
 60310| 8.54|  41.49| 1.064
 60343|11.35|  33.15| 1.350
 60353| 6.46|  33.53| 0.567
 60357|10.89|  32.22| 1.473
 60370| 6.70|  39.02| 0.639
 60398|11.63|  55.50| 1.610
 60444|11.19|  77.01|
 60448|11.33|  30.02| 1.474
 60475|10.39|  47.11| 1.442
 60551| 8.03|  26.94| 0.585
 60553|10.51|  41.37| 1.020
 60559|11.28| 112.52| 1.574
 60605| 8.73|  34.64| 0.897
 60644| 6.99|  25.93| 0.537
 60648|10.26|  26.04| 1.202
 60661|10.34|  25.08| 1.254
 60695|11.76|  31.13| 2.800
 60704|10.39|  26.14| 0.979
 60729| 6.25|  37.50| 0.674
 60759| 8.24|  36.32| 1.042
 60783|12.08|  36.81| 0.700
 60808| 8.72|  27.42| 0.872
 60816| 6.75|  34.41| 0.584
 60831| 7.50|  25.51| 0.580
 60853| 9.45|  35.30| 0.964
 60866| 9.24|  40.09| 1.218
 60910|11.99|  73.77| 1.668
 60930| 9.06|  25.66| 0.784
 60965| 2.94|  37.11|-0.012
 60970|11.91|  43.42| 0.800
 60994| 6.37|  40.03| 0.591
 61016| 9.08|  31.40| 1.015
 61053| 6.20|  45.58| 0.568
 61084| 1.59|  37.09| 1.600
 61094| 9.74|  74.58| 1.441
 61097| 9.79|  26.04| 1.130
 61099| 7.91|  39.62| 0.863
 61100| 8.08|  42.13| 0.941
 61174| 4.30|  54.92| 0.388
 61212| 5.74|  27.06| 0.376
 61291| 7.13|  61.83| 0.836
 61313| 9.37|  26.75| 0.940
 61317| 4.24| 119.46| 0.588
 61329| 9.10|  39.11| 1.103
 61363| 9.79|  30.16| 1.118
 61379| 5.76|  35.25| 0.683
 61391| 8.82|  31.91| 0.898
 61406| 9.89|  27.52| 1.078
 61413|11.40|  55.79| 1.429
 61436|10.60|  27.56| 1.552
 61451| 7.84|  46.19| 1.024
 61468| 5.12|  28.92| 0.224
 61476| 8.04|  27.00| 0.692
 61481| 8.52|  38.08| 0.950
 61495|11.09|  55.29| 1.482
 61563|10.98|  27.80| 1.306
 61597| 6.99|  27.94| 0.633
 61621| 5.41|  28.91| 0.334
 61629|10.65| 103.54| 1.470
 61704|11.61|  28.18| 1.582
 61706|11.49|  65.04| 1.475
 61722|12.13|  39.08|
 61792| 9.05|  37.22| 1.154
 61797|11.45|  26.02| 1.412
 61872|10.41|  34.67| 1.299
 61874|12.24| 130.52| 1.750
 61901| 7.91|  69.94| 1.109
 61932| 2.20|  25.01|-0.023
 61939| 9.07|  28.84| 0.940
 61941| 2.74|  84.53| 0.368
 61946| 8.27|  43.06| 0.955
 61947|11.91|  26.86| 1.582
 61960| 4.88|  27.10| 0.076
 61998| 8.44|  27.45| 0.715
 62016| 8.04|  32.71| 0.795
 62036| 9.06|  27.14| 0.929
 62107| 7.53|  37.96| 0.664
 62145| 7.01|  66.40| 0.936
 62181|12.44|  25.73| 2.100
 62207| 5.95|  57.57| 0.557
 62229| 7.82|  49.71| 0.937
 62268| 4.69|  26.17| 1.049
 62333| 8.79|  33.82| 1.096
 62345| 6.87|  32.79| 0.695
 62374|11.71|  49.89|
 62387|12.53|  39.48|
 62403| 8.52|  27.81| 0.798
 62406| 9.86|  34.19| 1.274
 62452|11.39| 121.78| 1.563
 62471| 9.90|  53.29| 1.380
 62472| 8.90|  50.31| 1.149
 62505| 7.93|  47.19| 0.946
 62512| 5.83|  41.39| 0.467
 62523| 6.29|  58.23| 0.703
 62527| 7.36|  26.32| 0.633
 62534| 7.59|  34.63| 0.701
 62536| 7.10|  27.61| 0.660
 62556|10.94|  98.14| 1.626
 62607| 8.13|  30.12| 0.686
 62647|10.66|  25.08| 1.265
 62686| 9.20|  27.58| 1.020
 62687| 8.49|  92.75| 1.409
 62758| 9.09|  26.54| 0.889
 62794| 9.91|  25.14| 1.182
 62847| 9.46|  28.08| 1.080
 62859|10.21|  29.75| 1.110
 62875| 6.11|  30.75| 0.493
 62942| 8.24|  38.12| 0.853
 62951| 8.51|  48.07| 0.497
 62956| 1.76|  40.30|-0.022
 63008| 6.99|  29.19| 0.576
 63033| 5.89|  25.17| 0.633
 63076| 5.23|  34.67| 0.303
 63121| 5.61|  39.95| 0.337
 63125| 2.89|  29.60|-0.115
 63157|10.04|  32.79| 1.233
 63253|10.57|  55.27| 1.423
 63257| 9.11|  43.13| 1.118
 63322| 9.28|  26.24| 0.852
 63346| 8.07|  29.07| 0.676
 63353| 9.79|  30.29| 1.221
 63366| 7.54|  47.60| 0.769
 63383|10.69|  45.19| 0.515
 63406| 8.60|  41.36| 0.940
 63421|11.85|  30.26| 1.354
 63467| 9.78|  38.71| 1.185
 63480|10.60|  49.95|
 63503| 4.93|  40.06| 0.368
 63510| 9.76|  87.50| 1.448
 63512|11.25|  33.18|
 63550|10.92|  59.46| 1.490
 63584| 6.01|  26.72| 0.427
 63608| 2.85|  31.90| 0.934
 63613| 3.61|  35.91| 1.190
 63618| 8.35|  56.87| 1.216
 63636| 7.51|  31.86| 0.655
 63738| 5.58|  34.89| 0.554
 63742| 7.69|  45.20| 0.847
 63759| 8.93|  31.61| 1.050
 63762| 8.77|  41.12| 1.102
 63809|11.44|  29.28| 1.440
 63816|10.70|  31.44| 1.577
 63833| 9.05|  63.66| 1.362
 63882|11.74|  43.18| 1.637
 63894| 9.26|  45.69| 1.168
 63942| 9.44|  53.78| 1.290
 63973| 8.48|  30.60| 0.813
 64048| 9.28|  41.90| 1.178
 64057| 8.15|  27.30| 0.689
 64059| 8.55|  26.15| 0.770
 64109| 8.20|  27.10| 0.721
 64113|11.83|  39.12| 1.575
 64150| 6.78|  38.07| 0.667
 64180|10.57|  33.94| 0.879
 64219| 7.36|  36.82| 0.718
 64241| 4.32|  69.81| 0.455
 64262| 9.31|  35.87| 1.022
 64275| 8.88|  29.73| 0.923
 64295| 8.73|  35.66| 0.982
 64303| 7.84|  27.12| 0.756
 64394| 4.23| 109.23| 0.572
 64408| 4.85|  48.83| 0.693
 64407| 5.04|  30.72| 0.460
 64428| 9.77|  26.75| 1.031
 64441| 9.52|  33.89| 1.040
 64457| 7.56|  48.95| 0.930
 64459| 6.68|  28.57| 0.591
 64475| 8.03|  37.45| 0.923
 64478| 6.18|  25.12| 0.592
 64532| 6.82|  38.92| 0.603
 64550| 6.93|  40.87| 0.643
 64577| 5.31|  25.89| 0.862
 64583| 4.90|  55.49| 0.489
 64600|11.21|  25.04| 1.400
 64638| 7.02|  25.81| 0.683
 64690| 7.11|  40.52| 0.710
 64725| 5.21|  25.68| 1.011
 64754| 9.40|  33.80| 0.645
 64763|11.78|  26.53| 1.397
 64766|12.73|  31.26|-0.115
 64790| 6.06|  25.74| 0.431
 64792| 5.19|  55.71| 0.585
 64797| 6.49|  89.07| 0.926
 64872| 8.69|  25.82| 0.817
 64880|11.28|  46.25| 1.356
 64895|10.88|  36.04| 1.344
 64924| 4.74| 117.30| 0.709
 64965|10.84|  27.87| 1.009
 64984| 7.69|  29.57| 0.671
 65011| 9.48|  75.96| 1.470
 65012|12.03|  55.48| 1.470
 65016|10.62|  57.52| 1.469
 65026| 8.48|  96.41| 1.469
 65083|11.60|  48.18| 1.510
 65091| 8.12|  29.08| 0.817
 65109| 2.75|  55.64| 0.068
 65120|11.62|  25.43| 1.490
 65121| 8.58|  32.83| 0.939
 65133| 9.90|  26.22| 1.140
 65143|10.62|  62.13| 1.512
 65165| 8.48|  25.29| 0.760
 65269| 8.34|  27.25| 0.667
 65302| 7.88|  29.33| 0.667
 65327| 9.69|  39.84| 1.262
 65343| 8.88|  53.97| 1.321
 65352| 7.06|  62.41| 0.780
 65355| 7.35|  59.56| 0.869
 65362|11.78|  28.56| 1.362
 65371|11.24|  26.40| 1.400
 65378| 2.23|  41.73| 0.057
 65420| 5.76|  33.23| 0.415
 65469|10.00|  25.49| 1.020
 65477| 3.99|  40.19| 0.169
 65479| 5.32|  25.45| 0.411
 65500|11.11|  27.42| 1.392
 65515| 7.29|  45.76| 0.804
 65520|11.04|  61.50| 1.522
 65530| 6.50|  46.86| 0.739
 65574| 8.77|  32.95| 0.920
 65602| 8.72|  34.38| 0.911
 65632|11.42|  25.48| 1.330
 65636| 9.93|  27.43| 1.092
 65640| 8.76|  36.27| 0.999
 65669|11.76|  48.04| 1.515
 65674|10.19|  26.85| 1.210
 65714|11.23|  70.62| 1.539
 65721| 4.97|  55.22| 0.714
 65737| 7.20|  28.02| 0.583
 65775| 7.64|  25.00| 0.594
 65808| 7.26|  30.29| 0.724
 65859| 9.05| 131.12| 1.493
 65877|12.31|  55.50| 0.026
 65906| 9.56|  32.33| 1.286
 65924|11.47|  27.86| 1.350
 65982| 7.32|  32.35| 0.781
 66008|10.44|  32.05| 1.486
 66047| 7.17|  26.30| 0.603
 66074|10.25|  27.88| 1.286
 66077|11.38|  72.66| 1.540
 66110| 9.33|  30.52| 1.080
 66115| 7.35|  31.04| 0.624
 66121| 6.52|  28.45| 0.455
 66125| 9.31|  52.09| 0.914
 66139| 6.65|  25.54| 0.469
 66147| 7.98|  54.15| 1.026
 66182|12.96|  59.10|
 66193| 9.19|  43.66| 1.080
 66194| 9.94|  27.65| 1.100
 66212| 7.37|  41.03| 1.521
 66219| 9.41|  28.97| 1.025
 66222| 9.95|  48.78| 1.385
 66229| 9.27|  26.51| 0.980
 66238| 7.29|  33.08| 0.669
 66249| 3.38|  44.55| 0.114
 66252| 9.24|  50.54| 1.210
 66283| 8.90|  30.76| 1.075
 66413|10.00|  31.52| 1.067
 66438| 5.63|  28.18| 0.493
 66459| 9.06|  91.72| 1.391
 66486| 7.19|  29.78| 0.689
 66492| 9.77|  45.66| 1.384
 66578|12.79|  40.33|-0.112
 66587|10.73|  40.27| 1.419
 66618| 6.97|  30.36| 0.618
 66625|10.24|  75.43| 1.368
 66643|11.70|  33.04| 1.447
 66675| 9.61|  68.80| 1.376
 66678|10.35|  30.19| 1.337
 66704| 6.31|  39.64| 0.537
 66765| 6.92|  64.08| 0.855
 66781| 7.77|  42.12| 0.830
 66828|10.89|  26.47| 1.330
 66840| 9.76|  42.19| 1.288
 66860| 6.16|  27.96| 0.418
 66886| 9.24|  41.22| 1.186
 66906|12.03| 109.89| 2.400
 66918|10.11|  29.22| 1.237
 66954| 9.23|  36.27| 1.101
 66987| 9.59|  25.68| 0.982
 66993|11.80|  36.75| 1.440
 67058|11.62|  25.39| 1.590
 67069| 6.90|  30.87| 0.542
 67090| 9.79|  76.70| 1.420
 67092|10.54|  38.97| 1.344
 67103| 6.47|  29.74| 0.486
 67105| 8.47|  47.63| 1.051
 67133|11.03|  32.05| 1.570
 67153| 4.23|  51.91| 0.390
 67155| 8.46| 184.13| 1.435
 67164|11.81|  87.73| 1.542
 67166|11.98|  25.04| 1.424
 67211| 9.31|  29.64| 0.928
 67237| 8.64|  27.76| 0.856
 67246| 6.33|  32.66| 0.630
 67275| 4.50|  64.12| 0.508
 67282| 8.70|  28.76| 0.797
 67291|10.02|  33.40| 1.201
 67301| 1.85|  32.39|-0.099
 67308| 8.13|  61.07| 1.322
 67309|11.58|  35.81| 1.510
 67344| 8.32|  31.78| 0.827
 67408| 6.56|  35.35| 0.561
 67412| 8.47|  25.08| 0.730
 67422| 7.05|  73.25| 1.110
 67487| 8.16|  70.49| 1.257
 67593|13.31|  76.20|
 67601| 9.53|  37.12| 1.112
 67620| 6.43|  50.20| 0.703
 67655| 7.97|  40.02| 0.663
 67691| 8.82|  71.39| 1.317
 67742| 7.37|  60.86| 0.891
 67756|11.92|  37.82| 1.570
 67761|11.79|  41.19| 1.496
 67773| 8.37|  34.99| 0.815
 67795|12.51|  43.23| 1.500
 67798|12.08|  27.00| 1.467
 67808| 9.78|  47.95| 1.369
 67842|10.63|  41.25| 1.421
 67904| 7.89|  30.20| 0.687
 67927| 2.68|  88.17| 0.580
 67953| 6.19|  29.57| 0.530
 67960| 9.53|  59.57| 1.414
 67986| 8.33|  37.50| 0.913
 68030| 6.16|  41.28| 0.518
 68101| 6.00|  26.24| 0.780
 68116| 9.45|  25.76| 0.953
 68160| 8.53|  26.17| 0.820
 68184| 6.49|  98.97| 1.040
 68273| 8.16|  27.46| 0.686
 68337| 9.05|  41.97| 1.160
 68403|10.27|  34.15| 1.297
 68447|10.38|  27.06| 1.577
 68462|11.03|  31.41| 1.404
 68469| 9.71|  98.26| 1.461
 68551|10.63|  37.28| 1.424
 68570|10.68|  51.21| 1.559
 68593| 7.16|  26.87| 0.563
 68634| 7.12|  38.28| 0.740
 68641| 6.18|  26.13| 0.480
 68682| 6.27|  60.24| 0.733
 68732|10.18|  25.77| 1.070
 68745|10.76|  29.75| 1.577
 68772| 9.88|  27.86| 1.086
 68895| 3.25|  32.17| 1.091
 68933| 2.06|  53.52| 1.011
 68936| 8.35|  26.14| 0.827
 69064|10.31|  60.40| 1.379
 69075| 9.50|  28.79| 0.941
 69090| 6.02|  34.87| 0.581
 69163|11.81|  26.49| 1.500
 69226| 4.82|  27.27| 0.541
 69285|10.77|  58.18|
 69303|10.31|  33.01| 1.260
 69311|10.03|  28.26| 1.172
 69357| 7.93|  43.35| 0.865
 69400| 8.52|  25.89| 0.840
 69410| 8.88|  30.62| 0.960
 69414| 7.05|  44.89| 0.733
 69442| 8.33|  26.43| 0.946
 69454|10.20|  85.02| 1.500
 69485|10.15|  51.06| 1.418
 69518| 7.17|  26.22| 0.530
 69526| 8.03|  57.78| 1.064
 69536| 5.53|  30.06| 0.537
 69562|10.39|  37.76| 1.270
 69570| 8.23|  27.62| 0.670
 69578|12.10|  64.68|
 69595| 8.57|  28.11| 0.837
 69671| 6.31|  47.51| 0.596
 69673|-0.05|  88.85| 1.239
 69701| 4.07|  46.74| 0.511
 69713| 4.75|  33.54| 0.236
 69732| 4.18|  33.58| 0.087
 69751| 6.25|  30.99| 0.504
 69824|10.19|  53.64| 1.391
 69881| 6.47|  30.47| 0.723
 69962| 9.10|  46.46| 1.290
 69963|11.51|  26.90| 1.390
 69965| 5.87|  56.23| 0.518
 69972| 6.66|  84.50| 1.017
 69989| 5.41|  38.33| 0.385
 70016| 7.58|  48.12| 0.867
 70170| 9.03|  36.43| 1.107
 70218| 8.56|  69.43| 1.275
 70308|10.25|  42.29| 1.429
 70310| 6.22|  28.00| 0.411
 70317| 9.86|  28.23| 1.137
 70319| 6.25|  56.82| 0.639
 70386| 6.76|  27.90| 0.575
 70459| 7.26|  27.44| 0.595
 70472|10.71|  30.13| 1.257
 70475|12.23|  69.73| 1.613
 70497| 4.04|  68.63| 0.497
 70500| 8.47|  31.00| 0.853
 70529| 9.77|  59.54| 1.419
 70536| 9.98|  63.35| 1.452
 70557| 8.06|  29.28| 0.750
 70610| 9.68|  27.57| 1.016
 70656|10.00|  27.34| 1.110
 70695| 7.85|  26.28| 0.682
 70741| 8.25|  32.07| 0.533
 70756| 9.80|  29.76| 1.125
 70836| 9.17|  27.40| 0.944
 70849|10.36|  41.71| 1.427
 70857| 6.88|  51.04| 0.774
 70865|10.67|  70.06| 1.471
 70873| 6.36|  42.43| 0.702
 70890|11.01| 772.33| 1.807
 70924|10.15|  31.38| 1.185
 70950| 8.68|  45.46| 1.031
 70952| 6.10|  31.51| 0.428
 70956| 9.40|  60.53| 1.403
 70973| 7.68|  26.04| 0.775
 70975|11.92|  89.76| 1.591
 71075| 3.04|  38.29| 0.191
 71086| 9.69|  27.49| 1.213
 71135|10.53|  27.68| 1.270
 71181| 7.24|  74.50| 0.997
 71188|10.54|  25.74| 1.260
 71190| 8.83|  30.35| 0.923
 71192| 6.60|  33.92| 0.504
 71193| 7.61|  25.40| 0.752
 71251| 6.46|  34.46| 0.526
 71253|11.32| 163.51| 1.633
 71284| 4.47|  64.66| 0.364
 71311| 9.54|  49.11| 1.283
 71395| 7.48|  60.35| 0.973
 71469| 6.20|  29.97| 0.464
 71481| 8.29|  38.52| 0.685
 71530| 6.03|  35.50| 0.506
 71631| 7.60|  29.46| 0.626
 71639| 6.06|  27.76| 0.508
 71681| 1.35| 742.12| 0.900
 71683|-0.01| 742.12| 0.710
 71682| 6.99|  25.06| 0.466
 71686| 9.79|  25.11| 1.081
 71720| 9.24|  25.10| 0.833
 71735| 7.39|  36.43| 0.672
 71743| 7.24|  42.43| 0.710
 71824|12.03|  34.89| 1.494
 71855| 6.73|  49.15| 0.707
 71867| 8.54|  25.17| 0.623
 71898|10.88| 101.34| 1.615
 71904|10.08|  38.62| 1.340
 71908| 3.18|  60.97| 0.256
 71914| 9.10|  44.54| 1.290
 71957| 3.87|  53.54| 0.385
 72044| 9.89|  37.91| 1.250
 72048| 6.99|  28.20| 0.553
 72119| 8.40|  34.98| 0.936
 72146| 7.87|  51.20| 0.931
 72197| 5.15|  32.86| 0.315
 72200| 7.98|  37.93| 0.870
 72220| 3.73|  25.35|-0.005
 72223| 7.38|  25.50| 0.562
 72237| 9.23|  56.87| 1.261
 72287|12.00|  30.11| 2.400
 72312| 7.76|  50.84| 0.893
 72339| 8.04|  33.60| 0.781
 72387| 9.73|  41.26| 1.308
 72399|10.02|  29.64| 1.087
 72400|10.70|  32.58|
 72493| 7.26|  41.69| 0.836
 72509|12.07| 221.80| 1.524
 72511|11.72| 235.24| 1.480
 72567| 5.86|  55.73| 0.576
 72577| 9.08|  32.53| 0.957
 72604| 7.50|  26.79| 0.643
 72603| 5.15|  42.26| 0.401
 72607| 2.07|  25.79| 1.465
 72622| 2.75|  42.25| 0.147
 72634| 7.40|  36.73| 0.760
 72659| 4.54| 149.26| 0.720
 72685| 9.35|  25.68| 0.581
 72688| 7.81|  58.96| 1.036
 72703| 8.36|  25.68| 0.654
 72742| 8.70|  29.13| 0.913
 72848| 6.00|  86.69| 0.841
 72875| 8.65|  43.66| 0.934
 72896|11.53|  97.83|
 72894|12.05|  35.23|
 72944|10.11| 101.91| 1.500
 72981|11.28|  44.46| 1.377
 73005| 7.77|  41.83| 0.785
 73056|11.29|  27.80| 1.414
 73066| 9.00|  35.39| 1.005
 73100| 5.63|  40.25| 0.533
 73138| 8.64|  26.05| 0.816
 73165| 4.47|  35.83| 0.318
 73169|11.82|  34.30|
 73182| 8.01| 133.63| 1.519
 73183|10.59|  28.20| 1.555
 73184| 5.72| 169.32| 1.024
 73194|11.43|  38.48| 1.408
 73241| 6.34|  40.79| 0.708
 73245| 8.15|  30.18| 0.780
 73252|10.20|  39.95| 1.565
 73258|10.49|  28.41| 1.564
 73309| 6.08|  28.67| 0.509
 73314| 8.45|  25.66| 0.834
 73360|10.62|  29.29| 1.585
 73362|10.17|  39.27| 1.318
 73365| 8.64|  30.48| 0.896
 73383| 6.59|  26.81| 0.480
 73427| 9.92|  33.65| 1.253
 73440| 6.64|  29.67| 0.631
 73449| 7.26|  25.94| 0.691
 73457| 9.49|  51.26| 1.372
 73470| 9.15|  85.48| 1.427
 73481| 9.74|  34.58| 1.552
 73512| 9.13|  32.93| 1.043
 73531|10.86|  32.18| 0.827
 73547| 7.74|  36.84| 0.721
 73593| 7.01|  28.29| 0.599
 73631| 9.87|  40.22| 1.188
 73633| 8.98|  41.07| 1.145
 73649|11.77|  25.24|
 73695| 4.83|  78.39| 0.647
 73717| 7.72|  28.63| 0.752
 73734|11.00|  56.94| 1.500
 73754| 7.18|  29.47| 0.573
 73786| 9.83|  52.11| 1.300
 73787| 9.50|  28.11| 1.210
 73850| 6.48|  31.40| 0.489
 73934| 8.54|  30.62| 0.870
 73941| 6.35|  33.91| 0.537
 73996| 4.93|  50.70| 0.429
 74016| 6.72|  31.21| 0.680
 74045| 8.72|  33.97| 0.952
 74067| 8.00|  28.29| 0.598
 74118| 8.28|  26.65| 0.852
 74148| 9.32|  29.57| 1.070
 74161|11.68|  27.53| 1.417
 74190|11.46|  68.99| 1.511
 74234| 9.44|  33.68| 0.850
 74235| 9.07|  34.14| 0.770
 74243| 9.41|  26.92| 0.990
 74255| 9.25|  27.97| 0.828
 74261|10.63|  39.99| 1.406
 74268| 7.01|  32.96| 0.619
 74271| 7.60|  32.26| 0.720
 74273| 6.29|  41.41| 0.623
 74331|10.70|  30.51| 1.554
 74389| 7.76|  25.31| 0.662
 74395| 3.41|  28.06| 0.918
 74396| 8.58|  32.76| 0.860
 74432| 6.69|  35.14| 0.680
 74434| 7.71|  27.79| 0.743
 74500| 6.47|  38.98| 0.691
 74537| 6.58|  57.80| 0.763
 74555| 9.84|  36.12| 1.117
 74605| 5.15|  39.51| 0.550
 74653| 6.86|  37.16| 0.740
 74666| 3.46|  27.94| 0.961
 74674| 7.80|  27.61| 0.624
 74682|10.70|  28.90| 1.350
 74702| 6.92|  64.19| 0.830
 74730| 7.10|  28.65| 0.601
 74771| 7.85|  26.34| 0.748
 74815|11.08|  41.21| 1.366
 74824| 4.07|  33.75| 0.088
 74893| 6.59|  26.10| 0.566
 74926|10.35|  38.12| 1.214
 74931| 8.04|  26.53| 0.619
 74954| 7.99|  29.75| 0.737
 74975| 5.04|  40.46| 0.540
 74981|10.25|  34.86| 1.260
 74995|10.57| 159.52| 1.600
 75090| 8.80|  32.69| 0.948
 75101| 6.34|  27.08| 1.062
 75181| 5.65|  68.70| 0.639
 75187|10.66|  87.79| 2.100
 75193|11.94|  27.95| 2.200
 75201| 9.46|  52.95| 1.310
 75206| 4.99|  29.27| 0.515
 75253| 7.97|  45.83| 0.970
 75255| 7.68|  29.62| 0.657
 75266| 8.28|  39.35| 0.992
 75277| 7.16|  49.67| 0.804
 75312| 4.99|  53.70| 0.577
 75337|10.45|  27.21| 1.440
 75363| 7.52|  35.34| 0.721
 75379| 4.92|  30.90| 0.453
 75398|10.05|  25.41| 1.022
 75407| 7.72|  25.56| 0.583
 75411| 4.31|  26.96| 0.309
 75416|10.27|  26.94| 1.298
 75415| 6.51|  26.82| 0.600
 75423|11.62|  26.72| 0.746
 75458| 3.29|  31.92| 1.166
 75495| 9.42|  32.41| 2.400
 75542| 8.82|  40.92| 1.045
 75672| 9.90|  38.38| 1.554
 75675|11.58|  30.14| 1.605
 75676| 7.48|  31.10| 0.676
 75686|10.20|  39.03| 1.334
 75695| 3.66|  28.60| 0.319
 75710|11.07|  36.00| 1.610
 75718| 6.89|  50.34| 0.788
